"key";"label";"required";"nl";"fr";"en";"de";"es";"pl";"pt";"tr"
"home.retail.supermarket.description";"Homepage · Retailkanalen · Supermarkt · beschrijving";"true";"Cadeauklare formaten voor bloemenafdelingen, seizoenstafels en kassa-aangrenzende displays.";"Formats prêts à offrir pour les rayons floraux, les tables saisonnières et les présentoirs adjacents aux caisses.";"Gift-ready formats for floral departments, seasonal tables and checkout-adjacent displays.";"Geschenkfertige Formate für Blumenabteilungen, saisonale Tische und Displays neben der Kasse.";"Formatos listos para regalar para departamentos florales, mesas de temporada y exhibidores adyacentes a la caja.";"Formaty gotowe na prezent dla działów kwiatowych, stołów sezonowych i ekspozycji przy kasach.";"Formatos prontos a oferecer para departamentos florais, mesas sazonais e expositores adjacentes à caixa.";"Çiçek reyonları, sezonluk masalar ve kasa yanındaki vitrinler için hediyeye hazır formatlar."
"home.retail.closeTitle";"Homepage · Retailkanalen · afsluitende titel";"true";"Afgestemd op uw inkoopwensen.";"Conçu selon vos besoins d’achat.";"Built around your buying brief.";"Auf Ihren Einkaufsbedarf abgestimmt.";"Diseñado según sus necesidades de compra.";"Zbudowany na podstawie Twoich wytycznych dotyczących zakupów.";"Criado de acordo com o seu briefing de compra.";"Satın alma ihtiyaçlarınıza göre hazırlandı."
"home.retail.closeDescription";"Homepage · Retailkanalen · afsluitende beschrijving";"true";"Formaat, doosaantallen, voorraad en levertijd worden in uw offerte bevestigd.";"Le format, les quantités de cartons, le stock et le délai sont confirmés dans votre devis.";"Format, carton quantities, stock and lead time are confirmed in your quotation.";"Format, Kartonmengen, Lagerbestand und Lieferzeit werden in Ihrem Angebot bestätigt.";"El formato, las cantidades de cajas, el stock y el plazo de entrega se confirman en su presupuesto.";"Format, liczba kartonów, stan magazynowy i czas realizacji są potwierdzane w ofercie.";"O formato, o número de caixas, o stock e o prazo de entrega são confirmados no orçamento.";"Format, karton adetleri, stok ve teslim süresi teklifte onaylanır."
"home.retail.cta";"Homepage · Retailkanalen · knoptekst";"true";"Ontdek toonbankdisplays";"Découvrir les présentoirs de comptoir";"Explore counter displays";"Thekendisplays entdecken";"Descubrir los expositores de mostrador";"Poznaj ekspozytory na ladę";"Descobrir os expositores de balcão";"Tezgâh stantlarını keşfedin"
"home.faq.label";"Homepage · Veelgestelde vragen · bovenlabel";"true";"Veelgestelde vragen over handel";"FAQ commerciale";"Trade FAQ";"Häufig gestellte Fragen zum Handel";"Preguntas frecuentes sobre el comercio";"Często zadawane pytania dotyczące handlu";"Perguntas frequentes para profissionais";"Ticaret SSS"
"home.faq.title";"Homepage · Veelgestelde vragen · titel";"true";"Antwoorden voor de handel,";"Réponses pour les professionnels,";"Trade answers,";"Antworten für den Handel,";"Respuestas comerciales,";"Odpowiedzi dla handlu,";"Respostas para profissionais,";"Ticari yanıtlar,"
"home.faq.titleEmphasis";"Homepage · Veelgestelde vragen · titelaccent";"true";"voordat u bestelt.";"avant de commander.";"before you order.";"bevor Sie bestellen.";"antes de pedir.";"zanim złożysz zamówienie.";"antes de encomendar.";"sipariş vermeden önce."
"home.faq.intro";"Homepage · Veelgestelde vragen · inleiding";"true";"Voor groothandelaren, grote bloemisten en inkoopteams in de detailhandel die Enrosed vergelijken — van formaten en dozen tot private labeling en levering.";"Pour les grossistes, les grands fleuristes et les équipes d’achat du commerce de détail qui comparent les produits Enrosed — des formats et cartons à la marque propre et à la livraison.";"For wholesalers, large florists and retail buying teams comparing Enrosed — from formats and cartons to private labelling and delivery.";"Für Großhändler, große Floristen und Einkaufsteams im Einzelhandel, die Enrosed-Produkte vergleichen – von Formaten und Kartons bis hin zu Eigenmarken und Lieferung.";"Para mayoristas, grandes floristas y equipos de compras minoristas que comparan los productos Enrosed, desde formatos y cajas hasta marca propia y entrega.";"Dla hurtowników, dużych kwiaciarni i zespołów zakupowych w handlu detalicznym porównujących produkty Enrosed — od formatów i kartonów po markę własną i dostawę.";"Para grossistas, grandes floristas e equipas de compras de retalho que comparam os produtos Enrosed — desde formatos e caixas até marca própria e entrega.";"Enrosed ürünlerini karşılaştıran toptancılar, büyük çiçekçiler ve perakende satın alma ekipleri için — formatlar ve kartonlardan özel markaya ve teslimata kadar."
"home.faq.privateLabel";"Homepage · Veelgestelde vragen · Private-label bovenlabel";"true";"Private label";"Marque propre";"Private labelling";"Eigenmarke";"Marca propia";"Marka własna";"Marca própria";"Özel marka"
"home.faq.privateDescription";"Homepage · Veelgestelde vragen · Private-label beschrijving";"true";"Beschikbaar wanneer de gevraagde hoeveelheid voldoende is voor het geselecteerde product en project, waarbij de uiteindelijke haalbaarheid wordt bevestigd in de handelsofferte.";"Disponible lorsque la quantité demandée est suffisante pour le produit et le projet sélectionnés, avec la faisabilité finale confirmée dans le devis commercial.";"Available when the requested quantity is sufficient for the selected product and project, with final feasibility confirmed in the trade quote.";"Verfügbar, wenn die angeforderte Menge für das ausgewählte Produkt und Projekt ausreicht und die endgültige Machbarkeit im Handelsangebot bestätigt ist.";"Disponible cuando la cantidad solicitada es suficiente para el producto y el proyecto seleccionados, con la viabilidad final confirmada en el presupuesto comercial.";"Dostępne, gdy żądana ilość jest wystarczająca dla wybranego produktu i projektu, a ostateczna wykonalność potwierdzona w wycenie handlowej.";"Disponível quando a quantidade pedida é suficiente para o produto e o projeto selecionados, com a viabilidade final confirmada na proposta comercial.";"İstenilen miktar seçilen ürün ve proje için yeterli olduğunda ve nihai fizibilite ticari teklifte onaylandığında mevcuttur."
"home.faq.item1.question";"Homepage · Veelgestelde vragen · item 1 · vraag";"true";"Wat moet ik vermelden in een offerteaanvraag?";"Que dois-je inclure dans une demande de devis?";"What should I include in a quote request?";"Was sollte ich in eine Angebotsanfrage aufnehmen?";"¿Qué debo incluir en una solicitud de presupuesto?";"Co powinienem uwzględnić w zapytaniu ofertowym?";"O que devo incluir num pedido de orçamento?";"Fiyat teklifi isteğine neleri dahil etmeliyim?"
"home.faq.item1.answer";"Homepage · Veelgestelde vragen · item 1 · antwoord";"true";"Vermeld uw bedrijfs- en BTW-gegevens, de naam en het telefoonnummer van uw contactpersoon, de gekozen producten en kleuren, het gewenste aantal of aantal dozen, de postcode en het land van levering, de gewenste datum en eventuele private-labelwensen.";"Indiquez les coordonnées de votre entreprise et son numéro de TVA, le nom et le téléphone du contact, les produits et couleurs sélectionnés, la quantité ou le nombre de cartons, le code postal et le pays de livraison, la date souhaitée et toute demande de marque propre.";"Include your company and VAT details, contact name and phone number, selected products and colours, required quantity or number of cartons, delivery postcode and country, required date, and any private-label request.";"Geben Sie Ihre Firmen- und Umsatzsteuerdaten, den Namen und die Telefonnummer Ihrer Ansprechperson, die ausgewählten Produkte und Farben, die Menge oder Kartonanzahl, Postleitzahl und Lieferland, den gewünschten Termin sowie etwaige Eigenmarkenwünsche an.";"Incluya los datos de su empresa y de IVA, el nombre y teléfono de contacto, los productos y colores seleccionados, la cantidad o el número de cajas, el código postal y el país de entrega, la fecha deseada y cualquier solicitud de marca propia.";"Podaj dane firmy i numer VAT, imię i nazwisko oraz telefon osoby kontaktowej, wybrane produkty i kolory, wymaganą ilość lub liczbę kartonów, kod pocztowy i kraj dostawy, oczekiwany termin oraz wszelkie wymagania dotyczące marki własnej.";"Inclua os dados da empresa e de IVA, o nome e telefone de contacto, os produtos e cores selecionados, a quantidade ou o número de caixas, o código postal e o país de entrega, a data pretendida e qualquer pedido de marca própria.";"Şirket ve KDV bilgilerinizi, irtibat kişisinin adını ve telefonunu, seçilen ürünleri ve renkleri, miktarı veya karton sayısını, teslimat posta kodunu ve ülkesini, istenen tarihi ve varsa özel marka talebini ekleyin."
"home.faq.item2.question";"Homepage · Veelgestelde vragen · item 2 · vraag";"true";"Wat zijn de minimale bestelhoeveelheid en de aantallen per doos?";"Quels sont le minimum de commande et les quantités par carton ?";"What are the MOQ and quantities per carton?";"Wie hoch sind die Mindestbestellmenge und die Stückzahlen pro Karton?";"¿Cuáles son el pedido mínimo y las cantidades por caja?";"Jaka jest minimalna ilość zamówienia i liczba sztuk w kartonie?";"Quais são a quantidade mínima de encomenda e as quantidades por caixa?";"Minimum sipariş miktarı ve karton başına adetler nedir?"
"home.faq.item2.answer";"Homepage · Veelgestelde vragen · item 2 · antwoord";"true";"Ze verschillen per product en kleur. Uw offerte vermeldt de toepasselijke minimale bestelhoeveelheid, verkoopeenheid of doosindeling en of kleuren gemengd mogen worden.";"Elles varient selon le produit et la couleur. Le devis précise le minimum de commande, l’unité de vente ou la composition du carton applicable et indique si les couleurs peuvent être mélangées.";"They vary by product and colour. Your quote confirms the applicable MOQ, sales unit or carton configuration and whether colours may be mixed.";"Sie variieren je nach Produkt und Farbe. Ihr Angebot bestätigt die geltende Mindestbestellmenge, Verkaufseinheit oder Kartonkonfiguration sowie, ob Farben gemischt werden dürfen.";"Varían según producto y color. Su presupuesto confirma el MOQ aplicable, la unidad de venta o la configuración de la caja y si se pueden mezclar colores.";"Różnią się w zależności od produktu i koloru. Oferta potwierdza obowiązującą minimalną ilość zamówienia, jednostkę sprzedaży lub konfigurację kartonu oraz możliwość mieszania kolorów.";"As quantidades variam consoante o produto e a cor. O seu orçamento confirma o MOQ aplicável, a unidade de venda ou a configuração da caixa e se é possível misturar cores.";"Ürüne ve renge göre değişiklik gösterir. Teklifiniz geçerli MOQ, satış birimi veya karton konfigürasyonunu ve renklerin karıştırılıp karıştırılamayacağını doğrular."
"home.faq.item3.question";"Homepage · Veelgestelde vragen · item 3 · vraag";"true";"Hoe worden voorraad en levertijd bevestigd?";"Comment les stocks et les délais de livraison sont-ils confirmés ?";"How are stock and lead time confirmed?";"Wie werden Lagerbestand und Lieferzeit bestätigt?";"¿Cómo se confirman el stock y el tiempo de entrega?";"W jaki sposób potwierdzane są zapasy i czas realizacji?";"Como é confirmado o stock e o prazo de entrega?";"Stok ve teslim süresi nasıl onaylanır?"
"home.faq.item3.answer";"Homepage · Veelgestelde vragen · item 3 · antwoord";"true";"De actuele voorraad wordt per product en kleur gecontroleerd. Zodra de bestelling, betaling en wijze van levering of ophaling zijn overeengekomen, bevestigt Enrosed de verwachte datum schriftelijk.";"Le stock actuel est vérifié par produit et par couleur. Une fois la commande, le paiement et le mode de livraison ou de retrait convenus, Enrosed confirme la date prévue par écrit.";"Current stock is checked per product and colour. Once the order, payment and delivery or collection method are agreed, Enrosed confirms the expected date in writing.";"Der aktuelle Lagerbestand wird je Produkt und Farbe geprüft. Sobald Bestellung, Zahlung und Versand- oder Abholart vereinbart sind, bestätigt Enrosed den voraussichtlichen Termin schriftlich.";"Se comprueba el stock actual por producto y color. Una vez acordados el pedido, el pago y la modalidad de envío o recogida, Enrosed confirma por escrito la fecha prevista.";"Aktualny stan magazynowy jest sprawdzany dla każdego produktu i koloru. Po uzgodnieniu zamówienia, płatności oraz sposobu wysyłki lub odbioru Enrosed pisemnie potwierdza przewidywany termin.";"O stock atual é verificado por produto e cor. Assim que a encomenda, o pagamento e o método de envio ou recolha forem acordados, a Enrosed confirma por escrito a data prevista.";"Mevcut stok, ürün ve renge göre kontrol edilir. Sipariş, ödeme ve gönderim veya teslim alma yöntemi kararlaştırıldıktan sonra Enrosed tahmini tarihi yazılı olarak teyit eder."
"home.faq.item4.question";"Homepage · Veelgestelde vragen · item 4 · vraag";"true";"Kunt u verzenden of kan ik ophalen?";"Pouvez-vous expédier ou puis-je récupérer?";"Can you ship, or can I collect?";"Können Sie versenden oder kann ich es abholen?";"¿Pueden enviar o puedo recoger?";"Czy możesz wysłać czy mogę odebrać?";"Podem enviar ou posso recolher?";"Gönderebilir misiniz, yoksa ben teslim alabilir miyim?"
"home.faq.item4.answer";"Homepage · Veelgestelde vragen · item 4 · antwoord";"true";"Levering is mogelijk in België en Nederland; andere bestemmingen binnen en buiten de EU zijn op aanvraag beschikbaar. Transportkosten en timing hangen af van de bestelling en bestemming. Ophaalservice is beschikbaar via de partnergroothandel in Zaltbommel.";"La livraison est disponible en Belgique et aux Pays-Bas ; d’autres destinations dans l’UE et hors UE sont possibles sur demande. Les coûts et délais de transport dépendent de la commande et de la destination. Le retrait est possible auprès du grossiste partenaire à Zaltbommel.";"Delivery is available in Belgium and the Netherlands; other EU and non-EU destinations are available on request. Transport cost and timing depend on the order and destination. Collection is available through the partner wholesaler in Zaltbommel.";"Lieferungen sind in Belgien und den Niederlanden möglich; weitere Ziele innerhalb und außerhalb der EU sind auf Anfrage verfügbar. Transportkosten und Lieferzeit hängen von der Bestellung und dem Zielort ab. Die Abholung ist beim Partnergroßhändler in Zaltbommel möglich.";"Se realizan entregas en Bélgica y los Países Bajos; otros destinos de la UE y fuera de ella están disponibles previa solicitud. El coste y los plazos de transporte dependen del pedido y del destino. Se puede recoger el pedido en el mayorista asociado de Zaltbommel.";"Dostawa jest dostępna w Belgii i Holandii; inne miejsca docelowe w UE i poza nią są obsługiwane na życzenie. Koszt i termin transportu zależą od zamówienia i miejsca docelowego. Odbiór jest możliwy u partnerskiej hurtowni w Zaltbommel.";"A entrega está disponível na Bélgica e nos Países Baixos; outros destinos dentro e fora da UE estão disponíveis mediante pedido. O custo e o prazo do transporte dependem da encomenda e do destino. A recolha está disponível através do grossista parceiro em Zaltbommel.";"Belçika ve Hollanda’ya teslimat yapılabilir; diğer AB içi ve AB dışı varış noktaları talep üzerine değerlendirilebilir. Nakliye maliyeti ve süresi siparişe ve varış noktasına bağlıdır. Zaltbommel’deki anlaşmalı toptancıdan teslim alma seçeneği mevcuttur."
